Source_Type	Validated	Source	Family_F	Genus_F	Species_F	Class_H	Order_H	Family_H	Subfamily_H	Tribe_H	Subtribe_H	Genus_H	Species_H	Location	Life_Stage_H	Reported_F	Reported_H	Level_Reported_H	Level_H
Journals & Books	1	Poldmaa (2019)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps variabilis	Insecta	Diptera	Xylophagidae	NA	NA	NA	Xylophagus	NA	Estonia	NA	Ophiocordyceps variabilis	Xylophagus	Genus	Genus
Journals & Books	1	Hodge et al. (1998), Hodge et al (1998)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps variabilis	Insecta	Diptera	Xylophagidae	NA	NA	NA	Xylophagus	NA	USA	Larva	Cordyceps variabilis	Xylophagus	Genus	Genus
Journals & Books	1	Zha et al. (2021): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps variabilis	Insecta	Diptera	Xylophagidae	NA	NA	NA	NA	NA	"Europe"	Larva	Ophiocordyceps variabilis	Xylophagidae	Family	Family
Journals & Books	1	Yaroslavtseva et al. (2019), Zha et al. (2021)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps variabilis	Insecta	Diptera	Xylophagidae	NA	NA	NA	NA	NA	Russia	Larva	Ophiocordyceps variabilis	Xylophagidae	Family	Family
Journals & Books	1	Dämon (1995)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps variabilis	Insecta	Diptera	NA	NA	NA	NA	NA	NA	Austria	Larva	Cordyceps variabilis	Diptera	Order	Order
Journals & Books	1	Liang (2007)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps variabilis	Insecta	Diptera	NA	NA	NA	NA	NA	NA	China	Larva	Cordyceps variabilis	Diptera	Order	Order
Journals & Books	1	Dämon (1995)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps variabilis	Insecta	Diptera	NA	NA	NA	NA	NA	NA	France	Larva	Cordyceps variabilis	Diptera	Order	Order
Journals & Books	1	Liang et al. (1995)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps variabilis	Insecta	NA	NA	NA	NA	NA	NA	NA	China	NA	Cordyceps variabilis	Insecta	Class	Class
Journals & Books	1	Kobayasi (1941)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps variabilis	Insecta	NA	NA	NA	NA	NA	NA	NA	Japan	NA	Cordyceps variabilis	Insecta	Class	Class
Journals & Books	1	Kujawa, A., Ślusarczyk, T., Domian, G., Piskorski, S., Kaczmarek, K., Gęsiorska, A., & Gorczak, M. XXV WYSTAWA GRZYBÓW PUSZCZY BIAŁOWIESKIEJ. MATERIAŁY DO POZNANIA MYKOBIOTY PUSZCZY BIAŁOWIESKIEJ.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps variabilis	Insecta	NA	NA	NA	NA	NA	NA	NA	Poland	Larva	Cordyceps variabilis	Insecta	Class	Class
Journals & Books	1	Moureau (1961); Hodge et al (1998)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps variabilis	Insecta	NA	NA	NA	NA	NA	NA	NA	Republic of the Congo	NA	Cordyceps variabilis	Insecta	Class	Class
Journals & Books	1	Koval (1974), Popov & Arslanov (2014)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps variabilis	Insecta	NA	NA	NA	NA	NA	NA	NA	Russia	NA	Ophiocordyceps variabilis	Insecta	Class	Class
Journals & Books	1	Petch (1937) OR Mains (1958)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps variabilis	NA	NA	NA	NA	NA	NA	NA	NA	Brazil	NA	Cordyceps variabilis	NA	NA	NA
Journals & Books	1	Petch (1937) OR Mains (1958)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps variabilis	NA	NA	NA	NA	NA	NA	NA	NA	Canada	NA	Cordyceps variabilis	NA	NA	NA
Journals & Books	1	Kujawa et al. (2020)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps variabilis	NA	NA	NA	NA	NA	NA	NA	NA	Poland	NA	Ophiocordyceps variabilis	Arthropoda	Phylum	Phylum
Journals & Books	1	Moller (1901)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps volkiana	Insecta	Coleoptera	Carabidae	NA	NA	NA	Eripus	Eripus heterogaster	Brazil	Larva	Cordyceps volkiana	Eripus heterogaster	Species	Species
Journals & Books	1	Liang et al. (2002)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps zhangjiajiensis	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	China	cf. Pupa	Cordyceps zhangjiajiensis	Lepidoptera	Order	Order
Journals & Books	1	Kobayasi & Shimizu (1976)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps/Cordyceps gryllotalpae	Insecta	NA	NA	NA	NA	NA	NA	NA	"New Guinea"	NA	Cordyceps gryllotalpae	Insecta	Class	Class
Journals & Books	1	Unclear which source: Kobayasi 1941; Kobayasi & Shimizu; 1976, 1981; Shimizu 1997; Liang 2007	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps/Cordyceps gryllotalpae	Insecta	NA	NA	NA	NA	NA	NA	NA	China	NA	Ophiocordyceps gryllotalpae	Insecta	Class	Class
Journals & Books	1	Unclear which source: Kobayasi 1941; Kobayasi & Shimizu; 1976, 1981; Shimizu 1997; Liang 2007	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps/Cordyceps gryllotalpae	Insecta	NA	NA	NA	NA	NA	NA	NA	Russia	NA	Cordyceps gryllotalpae	Insecta	Class	Class
Journals & Books	1	Nam et al. (2006)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps elongatistromata	Insecta	Hymenoptera	NA	NA	NA	NA	NA	NA	NA	NA	Ophiocordyceps elongatistromata	Apoidea	Superfamily	Order
Journals & Books	1	Zha et al. (2021): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps rubiginosiperitheciata	Insecta	Coleoptera	Elateridae	NA	NA	NA	NA	NA	Japan	Larva	Ophiocordyceps rubiginosiperitheciata 	"Semiotinae
"	Subfamily	Family
Journals & Books	1	Schoch et al. (2012): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps rubiginosiperitheciata	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	NA	Larva	Ophiocordyceps rubiginosiperitheciata 	Coleoptera	Order	Order
Journals & Books	1	Lodge et al. (2004)	Ophiocordycipitaceae	Ophiocordyceps	cf. Ophiocordyceps amazonica	Insecta	Orthoptera	NA	NA	NA	NA	NA	NA	Belize	Adult	Cordyceps cf. amazonica	Orthroptera	Order	Order
Journals & Books	1	Hywel-Jones (1996)	Ophiocordycipitaceae	Ophiocordyceps	cf. Ophiocordyceps myrmecophila	Insecta	Hymenoptera	Formicidae	Formicinae	NA	NA	NA	NA	Thailand	Adult	Cordyceps cf. myrmecophila	Formicinae	Subfamily	Subfamily
Journals & Books	1	Yamane & KANDA (1979)	Ophiocordycipitaceae	Ophiocordyceps	cf. Ophiocordyceps oxycephala	Insecta	Hymenoptera	Vespidae	NA	NA	NA	Dolichovespula	Dolichovespula media	Japan	Adult	Cordyceps cf. oxycephala	Dolichovespula media	Subspecies	Species
Journals & Books	1	Mains (1940b)	Ophiocordycipitaceae	Paraisaria	Paraisaria amazonica	Insecta	Blattodea	NA	NA	NA	NA	NA	NA	Belize	NA	Cordyceps amazonica	Blattodea	Order	Order
Journals & Books	1	Henning (1904)	Ophiocordycipitaceae	Paraisaria	Paraisaria amazonica	Insecta	Orthoptera	Acrididae	NA	NA	NA	Locusta	NA	Brazil	Nymph	Cordyceps amazonica	Locusta	Genus	Genus
Journals & Books	1	Henning (1904); Mains (1960)	Ophiocordycipitaceae	Paraisaria	Paraisaria amazonica	Insecta	Orthoptera	Acrididae	NA	NA	NA	NA	NA	Colombia	Adult	Cordyceps amazonica	Acrididae	Family	Family
Journals & Books	1	Sanjuan et al. (2015)	Ophiocordycipitaceae	Paraisaria	Paraisaria amazonica	Insecta	Orthoptera	Romaleidae	NA	NA	NA	Priocris	NA	Colombia	Adult	Ophiocordyceps amazonica	Prionacris	Genus	Genus
Journals & Books	1	Mains (1959)	Ophiocordycipitaceae	Paraisaria	Paraisaria amazonica	Insecta	Orthoptera	NA	NA	NA	NA	NA	NA	Bolivia	NA	Cordyceps amazonica	Orthoptera	Order	Order
Journals & Books	1	Sajuan et al. (2015), Sajuan et. (2015)	Ophiocordycipitaceae	Paraisaria	Paraisaria amazonica	Insecta	Orthoptera	NA	NA	NA	NA	NA	NA	Ecuador	NA	Ophiocordyceps amazonica	Orthoptera	Order	Order
Journals & Books	1	Sanjuan et al. (2015)	Ophiocordycipitaceae	Paraisaria	Paraisaria blattarioides	Insecta	Blattodea	Blattidae	NA	NA	NA	NA	NA	Colombia	Adult	Ophiocordyceps blattarioides	Blattidae	Family	Family
Journals & Books	1	Mains (1940)	Ophiocordycipitaceae	Paraisaria	Paraisaria blattarioides	Insecta	Blattodea	NA	NA	NA	NA	NA	NA	Belize	Adult	Ophiocordyceps blattarioides	Blattodea	Order	Order
Journals & Books	1	Sanjuan et al. (2015)	Ophiocordycipitaceae	Paraisaria	Paraisaria blattarioides	Insecta	Blattodea	NA	NA	NA	NA	NA	NA	Ecuador	Adult	Ophiocordyceps blattarioides	Blattodea	Order	Order
Journals & Books	1	Kobayasi (1941); Fan et al. (2001) (Cannot retrieve Li C.R. et al., 2004* mentioned in Mongkolsamrit et al., 2019.)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilioides	Insecta	Coleoptera	Elateridae	NA	NA	NA	NA	NA	NA	Larva	Cordyceps gracilioides	Elateridae	Family	Family
Journals & Books	1	Kobayashi (1941)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilioides	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	Bolivia	Larva	Cordyceps gracilioides	Coleoptera	Order	Order
Journals & Books	1	Fan et al. (2001)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilioides	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	China	Larva	Cordyceps gracilioides	Coleoptera	Order	Order
Journals & Books	1	Zha et al. (2021): Primary literature unclear. (Kobayasi (1941); Koval (1984); Shimizu (1997); Fan et al. (2001); Li et al. (2004); Sung et al. (2007); Liang. (2007); Yahagi (2008); Mongkolsamrit et al. (2019))	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilioides	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	China	Larva	Paraisaria gracilioides	Elateroidea	Superfamily	Order
Journals & Books	1	Kobayashi (1941)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilioides	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	Colombia	Larva	Cordyceps gracilioides	Coleoptera	Order	Order
Journals & Books	1	Kobayashi (1941)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilioides	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	Japan	Larva	Cordyceps gracilioides	Coleoptera	Order	Order
Journals & Books	1	Zha et al. (2021): Primary literature unclear. (Kobayasi (1941); Koval (1984); Shimizu (1997); Fan et al. (2001); Li et al. (2004); Sung et al. (2007); Liang. (2007); Yahagi (2008); Mongkolsamrit et al. (2019))	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilioides	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	Japan	NA	Paraisaria gracilioides	Elateroidea	Superfamily	Order
Journals & Books	1	Kobayashi (1941)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilioides	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	Mexico	Larva	Cordyceps gracilioides	Coleoptera	Order	Order
Journals & Books	1	Pérez-Villamares et al. (2017)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilioides	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	Mexico	Larva	Ophiocordyceps gracilioides	Coleoptera	Order	Order
Journals & Books	1	Zha et al. (2021): Primary literature unclear. (Kobayasi (1941); Koval (1984); Shimizu (1997); Fan et al. (2001); Li et al. (2004); Sung et al. (2007); Liang. (2007); Yahagi (2008); Mongkolsamrit et al. (2019))	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilioides	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	Russia	NA	Paraisaria gracilioides	Elateroidea	Superfamily	Order
Journals & Books	1	Batallas-Molina et al. (2021)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilioides	Insecta	NA	NA	NA	NA	NA	NA	NA	Ecuador	NA	Paraisaria gracilioides	Insecta	Class	Class
Journals & Books	1	Jang (2014)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilioides	Insecta	NA	NA	NA	NA	NA	NA	NA	South Korea	NA	Ophiocordyceps gracilioides	Insecta	Class	Class
Journals & Books	1	Nam et al. (2005)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilioides	NA	NA	NA	NA	NA	NA	NA	NA	South Korea	NA	Paraisaria gracilioides	NA	NA	NA
Journals & Books	1	Mietkiewski & Balazy (2003)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Coleoptera	Elateridae	NA	NA	NA	Selatosomus	Selatosomus aeneus	Poland	NA	Cordyceps gracilis	Selatosomus aeneus	Species	Species
Journals & Books	1	Mains (1958)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Coleoptera	Elateridae	NA	NA	NA	NA	NA	USA	Larva	Cordyceps gracilis	Elateridae	Family	Family
Journals & Books	1	Dorfelt & Conrad (1978)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	Geometridae	NA	NA	NA	NA	NA	Germany	NA	Cordyceps gracilis	Geometridae	Family	Family
Journals & Books	1	Zang & Konjo (1998); Lauritzen (1971)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Ahamus	Ahamus altaicola	China	Larva	Cordyceps gracilis	Ahamus altaicola	Species	Species
Journals & Books	1	Zang & Konjo (1998); Lauritzen (1971)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Hepialus	Hepialus humuli	China	Larva	Cordyceps gracilis	Hepialus humuli	Species	Species
Journals & Books	1	Laessoe (1982)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Hepialus/Thitarodes/Ahamus/Parahepialus	NA	Denmark	Larva	Cordyceps gracilis	Hepialus	Genus	Genus
Journals & Books	1	Westwood (1891)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Hepialus/Thitarodes/Ahamus/Parahepialus	NA	NA	Larva	Cordyceps mawleyi 	Hepialus	Genus	Genus
Journals & Books	1	Shrestha & Sung (2005)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Hepialus/Thitarodes/Ahamus/Parahepialus	NA	Nepal	Larva	Cordyceps gracilis	Hepialus	Genus	Genus
Journals & Books	1	Lauritzen (1971)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Hepialus/Thitarodes/Ahamus/Parahepialus	NA	Norway	Larva	Cordyceps gracilis	Hepialus	Genus	Genus
Journals & Books	1	Evans (1977)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Korscheltellus	Korscheltellus lupulina	Australia	Larva	Cordyceps gracilis	Korscheltellus lupulina	Species	Species
Journals & Books	1	Zang & Konjo (1998); Lauritzen (1971)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Korscheltellus	Korscheltellus lupulina	China	Larva	Cordyceps gracilis	Korscheltellus lupulina	Species	Species
Journals & Books	1	Zang & Konjo (1998); Lauritzen (1971)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Parahepialus	Parahepialus nebulosus	China	Larva	Cordyceps gracilis	Parahepialus nebulosus	Species	Species
Journals & Books	1	Evans (1976); Evans (1977)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	Hepialidae	NA	NA	NA	Triodia	Triodia sylvina	Australia	Larva	Cordyceps gracilis	Hepialus sylvina	Species	Species
Journals & Books	1	Dorfelt & Conrad (1978)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	Lasiocampidae	NA	NA	NA	cf. Macrothylacia	cf. Macrothylacia rubi	Germany	NA	Cordyceps gracilis	Macrothylacia rubi	Species	Species
Journals & Books	1	Westwood (1891)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	Noctuidae	NA	NA	NA	Noctua	NA	NA	Larva	Cordyceps mawleyi 	Noctua	Genus	Genus
Journals & Books	1	Dorfelt & Conrad (1978)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	Noctuidae	NA	NA	NA	NA	NA	Germany	NA	Cordyceps gracilis	Noctuidae	Family	Family
Journals & Books	1	Greville (1824); Berkeley (1860)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	"British Isles"	Larva	Cordyceps gracilis	Lepidoptera	Order	Order
Journals & Books	1	Greville (1824); Berkeley (1860)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	"British Isles"	Pupa	Cordyceps gracilis	Lepidoptera	Order	Order
Journals & Books	1	Allard (1998)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	France	NA	Cordyceps gracilis	Lepidoptera	Order	Order
Journals & Books	1	Chacon & Guzman (1995); Rubio-Bustos et al (1999)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	Mexico	Larva	Cordyceps gracilis	Lepidoptera	Order	Order
Journals & Books	1	Mains (1958)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	USA	Larva	Cordyceps gracilis	Lepidoptera	Order	Order
Journals & Books	1	Mains (1958)	Ophiocordycipitaceae	Paraisaria	Paraisaria gracilis	NA	NA	NA	NA	NA	NA	NA	NA	USA	NA	Cordyceps gracilis	NA	NA	NA
Journals & Books	1	Wen et al. (2016)	Ophiocordycipitaceae	Paraisaria	Paraisaria tettigoniae	Insecta	Orthoptera	Tettigoniidae	NA	NA	NA	Tettigonia	NA	China	Adult	Ophiocordyceps tettigonia	Tettigonia sp.	Genus	Genus
Journals & Books	1	Kepler et al. (2013): Primary literature unclear.	Ophiocordycipitaceae	Perennicordyceps	Perennicordyceps ryogamiensis	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	Japan	Larva	Ophiocordyceps ryogamiensis	Coleoptera	Order	Order
Journals & Books	1	Petch (1937)	Ophiocordycipitaceae	Tolypocladium	Tolypocladium inflatum	Insecta	Coleoptera	Scarabaeidae	NA	NA	NA	NA	NA	NA	Larva	Cordyceps subsessilis	Scarabaeidae	Family	Family
Journals & Books	1	Kobayasi (1982)	Ophiocordycipitaceae	Tolypocladium	Tolypocladium inflatum	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	Japan	Larva	Cordyceps facis	Coleoptera	Order	Order
Journals & Books	1	Teng (1936)	Ophiocordycipitaceae	Tolypocladium	Tolypocladium ramosum	NA	NA	NA	NA	NA	NA	NA	NA	China	NA	Cordyceps ramosa	NA	NA	NA
Conference proceedings	0	PHÁP & CỨU (n.d.)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps oxycephala	Insecta	Hymenoptera	NA	NA	NA	NA	NA	NA	Vietnam	Adult	Ophiocordyceps oxycephala	Apocrita	Suborder	Order
Botanical garden checklists	0	Aguirre. B. (n.d.)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps camponoti-atricipis	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotini	NA	Camponotus	Camponotus atriceps	Mexico	Adult	Ophiocordyceps camponoti-atricipis	Camponotus atriceps	Species	Species
Botanical garden checklists	0	Barbosa et al. (2015)	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps unilateralis	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotini	NA	Camponotus	Camponotus crassus	Brazil	Adult	Ophiocordyceps unilateralis	Camponotus crassus	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps albacongiuae	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotini	NA	Camponotus	NA	NA	NA	Ophiocordyceps albacongiuae	Camponotus	Genus	Genus
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Myrmicinae	Attini	NA	Cephalotes	Cephalotes atratus	NA	NA	Ophiocordyceps australis	Cephalotes atratus	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Myrmicinae	Attini	NA	Trachymyrmex	Trachymyrmex cornetzi	NA	NA	Ophiocordyceps australis	Trachymyrmex cornetzi	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Paraponerinae	NA	NA	Paraponera	Paraponera clavata	NA	NA	Ophiocordyceps australis	Paraponera clavata	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Odontomachus genus group	Bothroponera	NA	NA	NA	Ophiocordyceps australis	Bothroponera	Genus	Genus
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Odontomachus genus group	Odontomachus	Odontomachus hastatus	NA	NA	Ophiocordyceps australis	Odontomachus hastatus	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Odontomachus genus group	Paltothyreus	Paltothyreus tarsatus	NA	NA	Ophiocordyceps australis	Paltothyreus tarsatus	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Odontomachus genus group	Phrynoponera	NA	NA	NA	Ophiocordyceps australis	Phrynoponera	Genus	Genus
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Pachycondyla genus group	Dinoponera	NA	NA	NA	Ophiocordyceps australis	Dinoponera	Genus	Genus
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Pachycondyla genus group	Pachycondyla	NA	NA	NA	Ophiocordyceps australis	Pachycondyla	Genus	Genus
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Pachycondyla genus group	Pachycondyla	Pachycondyla apicalis	NA	NA	Ophiocordyceps australis	Pachycondyla apicalis	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Pachycondyla genus group	Pachycondyla	Pachycondyla crassinoda	NA	NA	Ophiocordyceps australis	Pachycondyla crassinoda	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Pachycondyla genus group	Pachycondyla	Pachycondyla crenata	NA	NA	Ophiocordyceps australis	Pachycondyla crenada	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Pachycondyla genus group	Pachycondyla	Pachycondyla curvinodis	NA	NA	Ophiocordyceps australis	Pachycondyla curvinodis	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Pachycondyla genus group	Pachycondyla	Pachycondyla foetida	NA	NA	Ophiocordyceps australis	Pachycondyla foetida	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Pachycondyla genus group	Pachycondyla	Pachycondyla impressa	NA	NA	Ophiocordyceps australis	Pachycondyla impressa	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Pachycondyla genus group	Pachycondyla	Pachycondyla pachyderma	NA	NA	Ophiocordyceps australis	Pachycondyla pachyderma	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Pachycondyla genus group	Pachycondyla	Pachycondyla striata	NA	NA	Ophiocordyceps australis	Pachycondyla striata	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Pachycondyla genus group	Pachycondyla	Pachycondyla tarsata	NA	NA	Ophiocordyceps australis	Pachycondyla tarsata	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Ponerinae	Ponerini	Pachycondyla genus group	Pachycondyla	Pachycondyla villosa	NA	NA	Ophiocordyceps australis	Pachycondyla villosa	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps australis	Insecta	Hymenoptera	Formicidae	Pseudomyrmecinae	NA	NA	Pseudomyrmex	Pseudomyrmex termitarius	NA	NA	Ophiocordyceps australis	Pseudomyrmex termitarium	Species	Species
Theses	0	Quevillon (2018): Primary literature unclear.	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps binata	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotini	NA	Camponotus	NA	NA	NA	Ophiocordyceps lloydii var. binata	Camponotus	Genus	Genus
